result,pnl,lot,entry,sl,tp1,tp2,direction,bar,time,engine,balance_before,balance_after
SL,-45.38,0.5,5075.5,5084.576166901829,5066.423833098171,5059.162899576707,SHORT,1203,2026-01-27 12:15:00+00:00,EMA,9458.669999999995,9413.29
TP2,77.34,0.5,5076.7998046875,5076.7998046875,5065.750905508334,5056.911786165,SHORT,1207,2026-01-27 13:15:00+00:00,EMA,9413.289999999995,9490.63
SL,-86.25,0.5,5092.2001953125,5074.950754592076,5109.449636032924,5123.249188609263,LONG,1218,2026-01-27 16:00:00+00:00,EMA,9490.629999999996,9404.38
TP2,130.23,0.44,5560.5,5560.5,5539.358234820583,5522.44482267705,SHORT,1371,2026-01-29 08:15:00+00:00,EMA,9404.379999999996,9534.61
SL,-94.94,0.5,5564.5,5545.5110061686255,5583.4889938313745,5598.680188896474,LONG,1389,2026-01-29 12:45:00+00:00,EMA,9534.609999999995,9439.67
SL,-94.12,0.39,5575.7998046875,5551.666850811097,5599.932758563903,5619.239121665025,LONG,1395,2026-01-29 14:15:00+00:00,EMA,9439.669999999995,9345.55
SL,0.0,0.22,5428.89990234375,5428.89990234375,5471.037903737621,5504.748304852717,LONG,1422,2026-01-29 21:00:00+00:00,EMA,9345.549999999994,9345.55
SL,-91.95,0.21,4877.0,4833.214887229486,4920.785112770514,4955.813202986926,LONG,1514,2026-02-03 01:15:00+00:00,EMA,9345.549999999994,9253.6
SL,-93.03,0.26,4929.2001953125,4964.981980248543,4893.418410376457,4864.792982427623,SHORT,1583,2026-02-03 18:30:00+00:00,EMA,9253.599999999993,9160.57
SL,-92.96,0.32,4974.2001953125,4945.148679583181,5003.251711041819,5026.492923625275,LONG,1591,2026-02-03 20:30:00+00:00,EMA,9160.569999999992,9067.61
TP2,124.63,0.5,5080.7001953125,5080.7001953125,5062.895320207605,5048.65142012369,SHORT,1639,2026-02-04 09:30:00+00:00,EMA,9067.609999999993,9192.24
TP2,127.36,0.38,4984.7001953125,4984.7001953125,5008.640314041612,5027.792409024902,LONG,1687,2026-02-04 21:30:00+00:00,EMA,9192.239999999993,9319.6
TP2,132.59,0.3,4935.2998046875,4935.2998046875,4903.731456357273,4878.476777693091,SHORT,1701,2026-02-05 02:00:00+00:00,EMA,9319.599999999993,9452.19
SL,-95.79,0.3,4950.7998046875,4918.869769282453,4982.729840092547,5008.273868416584,LONG,1722,2026-02-05 07:15:00+00:00,EMA,9452.189999999993,9356.4
SL,-92.86,0.31,4885.2001953125,4915.155254175451,4855.245136449549,4831.281089359188,SHORT,1729,2026-02-05 09:00:00+00:00,EMA,9356.399999999992,9263.54
SL,-91.2,0.25,4912.0,4875.521218044636,4948.478781955364,4977.661807519656,LONG,1760,2026-02-05 16:45:00+00:00,EMA,9263.539999999992,9172.34
TP2,127.61,0.37,4852.5,4852.5,4827.865252352064,4808.157454233715,SHORT,1772,2026-02-05 19:45:00+00:00,EMA,9172.339999999991,9299.95
TP2,128.24,0.22,4844.0,4844.0,4885.6348690675795,4918.942764321642,LONG,1795,2026-02-06 02:30:00+00:00,EMA,9299.949999999992,9428.19
SL,-82.46,0.5,5033.7001953125,5050.192745707661,5017.207644917339,5004.01360460121,SHORT,1907,2026-02-09 07:30:00+00:00,EMA,9428.189999999991,9345.73
SL,-76.38,0.5,5050.89990234375,5035.624892900048,5066.174911787452,5078.394919342415,LONG,1911,2026-02-09 08:30:00+00:00,EMA,9345.729999999992,9269.35
SL,0.0,0.5,5028.2001953125,5028.2001953125,5013.80671694665,5002.291934253971,SHORT,1916,2026-02-09 09:45:00+00:00,EMA,9269.349999999993,9269.35
TP2,107.74,0.5,5042.89990234375,5042.89990234375,5058.291856483106,5070.6054197945905,LONG,1934,2026-02-09 14:15:00+00:00,EMA,9269.349999999993,9377.09
SL,-67.57,0.5,5045.7998046875,5059.313976907784,5032.285632467216,5021.474294690987,SHORT,1996,2026-02-10 06:45:00+00:00,EMA,9377.089999999993,9309.52
TP2,89.77,0.5,5054.39990234375,5054.39990234375,5067.22481624933,5077.484747373794,LONG,2001,2026-02-10 08:00:00+00:00,EMA,9309.519999999993,9399.29
TP2,106.99,0.5,5074.89990234375,5074.89990234375,5090.184259052303,5102.411744419145,LONG,2023,2026-02-10 13:30:00+00:00,EMA,9399.289999999994,9506.28
TP2,126.89,0.5,5055.10009765625,5055.10009765625,5036.972712539327,5022.470804445789,SHORT,2030,2026-02-10 15:15:00+00:00,EMA,9506.279999999993,9633.17
TP2,83.19,0.5,5052.89990234375,5052.89990234375,5064.783856082295,5074.291019073131,LONG,2052,2026-02-10 20:45:00+00:00,EMA,9633.169999999993,9716.36
SL,-43.36,0.5,5074.89990234375,5083.572695533705,5066.227109153795,5059.288874601832,SHORT,2097,2026-02-11 09:00:00+00:00,EMA,9716.359999999993,9673.0
SL,0.0,0.39,5097.0,5097.0,5071.982166662351,5051.967899992232,SHORT,2117,2026-02-11 14:00:00+00:00,EMA,9672.999999999993,9673.0
SL,-96.96,0.49,5112.39990234375,5092.61281892725,5132.18698576025,5148.016652493449,LONG,2130,2026-02-11 17:15:00+00:00,EMA,9672.999999999993,9576.04
SL,0.0,0.5,5091.39990234375,5091.39990234375,5075.79293042822,5063.307352895796,SHORT,2150,2026-02-11 23:15:00+00:00,EMA,9576.039999999994,9576.04
SL,-51.35,0.5,5092.7998046875,5082.528873908373,5103.070735466627,5111.287480089929,LONG,2175,2026-02-12 05:30:00+00:00,EMA,9576.039999999994,9524.69
SL,-56.1,0.5,5077.0,5088.220536987884,5065.779463012116,5056.803033421808,SHORT,2178,2026-02-12 06:15:00+00:00,EMA,9524.689999999993,9468.59
SL,-49.8,0.5,5089.2998046875,5079.339002828134,5099.260606546866,5107.229248034359,LONG,2185,2026-02-12 08:00:00+00:00,EMA,9468.589999999993,9418.79
SL,0.0,0.5,5090.0,5090.0,5100.377255232792,5108.679059419024,LONG,2188,2026-02-12 08:45:00+00:00,EMA,9418.789999999994,9418.79
SL,-53.89,0.5,5098.5,5087.722255679935,5109.277744320065,5117.899939776116,LONG,2207,2026-02-12 13:30:00+00:00,EMA,9418.789999999994,9364.9
SL,0.0,0.5,5078.2001953125,5078.2001953125,5065.597847727625,5055.515969659726,SHORT,2211,2026-02-12 14:30:00+00:00,EMA,9364.899999999994,9364.9
SL,-69.2,0.5,5093.2998046875,5079.460147368318,5107.139462006682,5118.211187862027,LONG,2215,2026-02-12 15:30:00+00:00,EMA,9364.899999999994,9295.7
SL,0.0,0.41,4983.7998046875,4983.7998046875,5006.449106670682,5024.568548257228,LONG,2249,2026-02-13 01:00:00+00:00,EMA,9295.699999999993,9295.7
SL,-74.0,0.5,4972.39990234375,4987.199400899964,4957.600403787536,4945.760804942564,SHORT,2270,2026-02-13 06:15:00+00:00,EMA,9295.699999999993,9221.7
SL,-76.69,0.5,4994.60009765625,4979.261279128358,5009.938916184142,5022.209971006455,LONG,2276,2026-02-13 07:45:00+00:00,EMA,9221.699999999993,9145.01
TP2,90.45,0.5,4990.10009765625,4990.10009765625,4977.178279801219,4966.840825517194,SHORT,2284,2026-02-13 09:45:00+00:00,EMA,9145.009999999993,9235.46
SL,0.0,0.5,4970.7998046875,4970.7998046875,4956.851853377323,4945.693492329181,SHORT,2288,2026-02-13 10:45:00+00:00,EMA,9235.459999999994,9235.46
TP2,99.43,0.5,4905.2001953125,4905.2001953125,4919.4041663964235,4930.767343263562,LONG,2433,2026-02-18 01:15:00+00:00,EMA,9235.459999999994,9334.89
TP2,52.97,0.5,5000.39990234375,5000.39990234375,5007.9674363146,5014.02146349128,LONG,2535,2026-02-19 03:45:00+00:00,EMA,9334.889999999994,9387.86
SL,-48.66,0.5,5006.2001953125,5015.932612179152,4996.467778445848,4988.681844952527,SHORT,2561,2026-02-19 10:15:00+00:00,EMA,9387.859999999993,9339.2
SL,-82.54,0.5,5035.7001953125,5019.191609225434,5052.208781399566,5065.4156502692185,LONG,2581,2026-02-19 15:15:00+00:00,EMA,9339.199999999993,9256.66
SL,-63.51,0.5,5004.2001953125,5016.901319916026,4991.499070708974,4981.338171026152,SHORT,2591,2026-02-19 17:45:00+00:00,EMA,9256.659999999993,9193.15
SL,-43.64,0.5,5017.7998046875,5009.071255603389,5026.528353771611,5033.511193038901,LONG,2602,2026-02-19 20:30:00+00:00,EMA,9193.149999999992,9149.51
SL,-47.34,0.5,5005.60009765625,5015.067209604856,4996.132985707644,4988.559296148759,SHORT,2611,2026-02-19 23:45:00+00:00,EMA,9149.509999999993,9102.17
SL,-50.42,0.5,5024.5,5014.416811787408,5034.583188212592,5042.649738782666,LONG,2615,2026-02-20 00:45:00+00:00,EMA,9102.169999999993,9051.75
TP2,56.22,0.5,5019.2998046875,5019.2998046875,5027.331346532452,5033.756580008413,LONG,2632,2026-02-20 05:00:00+00:00,EMA,9051.749999999993,9107.97
SL,0.0,0.5,5173.10009765625,5173.10009765625,5182.554113450344,5190.117326085619,LONG,2746,2026-02-23 10:30:00+00:00,EMA,9107.969999999992,9107.97
TP2,52.9,0.5,5186.60009765625,5186.60009765625,5179.043532187821,5172.998279813079,SHORT,2844,2026-02-24 12:00:00+00:00,EMA,9107.969999999992,9160.87
SL,-66.25,0.5,5178.7001953125,5165.449653118342,5191.950737506658,5202.551171261985,LONG,2866,2026-02-24 17:30:00+00:00,EMA,9160.869999999992,9094.62
SL,-65.52,0.5,5152.89990234375,5166.004441615304,5139.795363072196,5129.311731654952,SHORT,2884,2026-02-24 23:00:00+00:00,EMA,9094.619999999992,9029.1
SL,0.0,0.5,5192.2998046875,5192.2998046875,5207.962822067953,5220.493235972317,LONG,2892,2026-02-25 01:00:00+00:00,EMA,9029.099999999991,9029.1
SL,-42.92,0.5,5202.60009765625,5211.183325550373,5194.016869762127,5187.150287446827,SHORT,2924,2026-02-25 09:00:00+00:00,EMA,9029.099999999991,8986.18
SL,-40.41,0.5,5212.89990234375,5204.818515928569,5220.981288758931,5227.446397891077,LONG,2927,2026-02-25 09:45:00+00:00,EMA,8986.179999999991,8945.77
SL,-42.84,0.5,5205.5,5196.931384627221,5214.068615372779,5220.923507671004,LONG,2942,2026-02-25 13:30:00+00:00,EMA,8945.769999999991,8902.93
TP2,60.63,0.5,5196.10009765625,5196.10009765625,5187.438720483414,5180.5096187451445,SHORT,2945,2026-02-25 14:15:00+00:00,EMA,8902.929999999991,8963.56
SL,-66.59,0.5,5206.7998046875,5193.482592326676,5220.117017048324,5230.770786936982,LONG,2981,2026-02-26 01:45:00+00:00,EMA,8963.55999999999,8896.97
TP2,69.78,0.5,5202.2001953125,5202.2001953125,5212.168668736742,5220.143447476136,LONG,2988,2026-02-26 03:30:00+00:00,EMA,8896.96999999999,8966.75
SL,-87.61,0.5,5197.60009765625,5180.077446192264,5215.122749120236,5229.140870291425,LONG,3039,2026-02-26 16:15:00+00:00,EMA,8966.74999999999,8879.14
SL,-51.9,0.5,5191.39990234375,5201.780119358462,5181.019685329038,5172.715511717269,SHORT,3068,2026-02-27 00:30:00+00:00,EMA,8879.13999999999,8827.24
SL,-50.99,0.5,5210.2001953125,5200.00170133148,5220.39868929352,5228.557484478336,LONG,3073,2026-02-27 01:45:00+00:00,EMA,8827.23999999999,8776.25
SL,0.0,0.5,5204.10009765625,5204.10009765625,5211.884044725193,5218.111202380347,LONG,3083,2026-02-27 04:15:00+00:00,EMA,8776.24999999999,8776.25
SL,-35.71,0.5,5211.5,5204.358853946867,5218.641146053133,5224.354062895638,LONG,3087,2026-02-27 05:15:00+00:00,EMA,8776.24999999999,8740.54
SL,0.0,0.5,5195.39990234375,5195.39990234375,5188.031552758978,5182.136873091161,SHORT,3095,2026-02-27 07:15:00+00:00,EMA,8740.539999999992,8740.54
TP2,43.47,0.5,5203.60009765625,5203.60009765625,5209.810745960045,5214.77926460308,LONG,3115,2026-02-27 12:15:00+00:00,EMA,8740.539999999992,8784.01
TP2,121.9,0.46,5390.0,5390.0,5371.071826514523,5355.929287726142,SHORT,3214,2026-03-02 14:00:00+00:00,EMA,8784.009999999991,8905.91
SL,-85.33,0.5,5356.10009765625,5339.034780003859,5373.165415308641,5386.817669430555,LONG,3240,2026-03-02 20:30:00+00:00,EMA,8905.90999999999,8820.58
SL,-87.53,0.31,5146.5,5118.264952293163,5174.735047706837,5197.3230858723055,LONG,3325,2026-03-03 18:45:00+00:00,EMA,8820.57999999999,8733.05
SL,-86.65,0.36,5109.2998046875,5133.370241127896,5085.229368247104,5065.973019094786,SHORT,3333,2026-03-03 20:45:00+00:00,EMA,8733.04999999999,8646.4
TP2,119.77,0.39,5126.2001953125,5126.2001953125,5148.136935697154,5165.6863280048765,LONG,3338,2026-03-03 23:00:00+00:00,EMA,8646.39999999999,8766.17
SL,-86.78,0.46,5177.5,5158.635467894873,5196.364532105127,5211.456157789229,LONG,3370,2026-03-04 07:00:00+00:00,EMA,8766.169999999991,8679.39
SL,-85.83,0.5,5175.2998046875,5192.46666365237,5158.13294572263,5144.3994585507335,SHORT,3398,2026-03-04 14:00:00+00:00,EMA,8679.38999999999,8593.56
SL,-73.33,0.5,5180.2998046875,5165.634736102815,5194.964873272185,5206.696928139932,LONG,3471,2026-03-05 09:15:00+00:00,EMA,8593.55999999999,8520.23
SL,-50.28,0.5,5174.7998046875,5164.744766841824,5184.854842533176,5192.898872809717,LONG,3481,2026-03-05 11:45:00+00:00,EMA,8520.22999999999,8469.95
SL,-47.09,0.5,5119.2998046875,5128.71845962288,5109.88114975212,5102.346225803817,SHORT,3554,2026-03-06 07:00:00+00:00,EMA,8469.94999999999,8422.86
TP2,118.17,0.37,5112.2001953125,5112.2001953125,5135.013742950373,5153.264581060672,LONG,3583,2026-03-06 14:15:00+00:00,EMA,8422.85999999999,8541.03
TP2,118.3,0.38,5135.5,5135.5,5113.263206538551,5095.473771769391,SHORT,3616,2026-03-08 22:30:00+00:00,EMA,8541.02999999999,8659.33
SL,-69.99,0.5,5094.7998046875,5108.798725196594,5080.800884178406,5069.601747771131,SHORT,3665,2026-03-09 10:45:00+00:00,EMA,8659.329999999989,8589.34
SL,-55.03,0.5,5180.2001953125,5191.207142727991,5169.193247897009,5160.387689964617,SHORT,3762,2026-03-10 12:00:00+00:00,EMA,8589.33999999999,8534.31
SL,-54.43,0.5,5223.10009765625,5212.214005233658,5233.986190078842,5242.695064016916,LONG,3809,2026-03-11 00:45:00+00:00,EMA,8534.309999999989,8479.88
SL,-41.02,0.5,5209.10009765625,5217.304290934835,5200.895904377665,5194.332549754798,SHORT,3828,2026-03-11 05:30:00+00:00,EMA,8479.879999999988,8438.86
SL,0.0,0.5,5202.7998046875,5202.7998046875,5193.472114645784,5186.009962612412,SHORT,3832,2026-03-11 06:30:00+00:00,EMA,8438.859999999988,8438.86
SL,-37.68,0.5,5191.0,5183.463189771995,5198.536810228005,5204.56625841041,LONG,3885,2026-03-11 19:45:00+00:00,EMA,8438.859999999988,8401.18
TP2,59.4,0.5,5175.2998046875,5175.2998046875,5166.814143114151,5160.025613855471,SHORT,3891,2026-03-11 22:15:00+00:00,EMA,8401.179999999988,8460.58
SL,-60.72,0.5,5179.39990234375,5167.255723047954,5191.544081639546,5201.259425076182,LONG,3906,2026-03-12 02:00:00+00:00,EMA,8460.579999999987,8399.86
TP2,62.69,0.5,5161.7001953125,5161.7001953125,5170.65608393286,5177.820794829148,LONG,3923,2026-03-12 06:15:00+00:00,EMA,8399.859999999988,8462.55
SL,0.0,0.5,5166.5,5166.5,5155.123002797397,5146.021405035315,SHORT,3952,2026-03-12 13:30:00+00:00,EMA,8462.549999999988,8462.55
TP2,60.2,0.5,5111.0,5111.0,5119.600696373523,5126.481253472341,LONG,3992,2026-03-13 00:30:00+00:00,EMA,8462.549999999988,8522.75
SL,-37.86,0.5,5103.2001953125,5110.771740399939,5095.628650225061,5089.571414155111,SHORT,4012,2026-03-13 05:30:00+00:00,EMA,8522.749999999989,8484.89
TP2,94.64,0.5,5084.5,5084.5,5070.979911664435,5060.163840995983,SHORT,4048,2026-03-13 14:30:00+00:00,EMA,8484.889999999989,8579.53
SL,-61.92,0.5,5020.7998046875,5008.416328484269,5033.183280890731,5043.090061853316,LONG,4128,2026-03-16 11:30:00+00:00,EMA,8579.529999999988,8517.61
SL,0.0,0.5,4997.0,4997.0,4981.999731870721,4969.999517367299,SHORT,4143,2026-03-16 15:15:00+00:00,EMA,8517.609999999988,8517.61
SL,-57.31,0.5,5018.89990234375,5007.438237059978,5030.361567627522,5039.53089985454,LONG,4157,2026-03-16 18:45:00+00:00,EMA,8517.609999999988,8460.3
SL,-47.44,0.5,5006.7998046875,5016.288466584783,4997.311142790217,4989.72021327239,SHORT,4167,2026-03-16 22:15:00+00:00,EMA,8460.299999999988,8412.86
SL,-46.53,0.5,5018.7998046875,5028.1062046920615,5009.4934046829385,5002.048284679289,SHORT,4200,2026-03-17 06:30:00+00:00,EMA,8412.859999999988,8366.33
TP2,58.88,0.5,5002.7001953125,5002.7001953125,4994.28920003497,4987.560403812947,SHORT,4274,2026-03-18 02:00:00+00:00,EMA,8366.329999999987,8425.21
SL,-42.95,0.5,5012.7998046875,5004.210668720018,5021.388940654982,5028.260249428969,LONG,4290,2026-03-18 06:00:00+00:00,EMA,8425.209999999986,8382.26
SL,0.0,0.5,4993.2001953125,4993.2001953125,4984.488687190496,4977.519480692894,SHORT,4299,2026-03-18 08:15:00+00:00,EMA,8382.259999999986,8382.26
SL,0.0,0.5,4851.2998046875,4851.2998046875,4866.397389853539,4878.475457986369,LONG,4365,2026-03-19 01:45:00+00:00,EMA,8382.259999999986,8382.26
SL,2.91,0.5,4465.89990234375,4465.89990234375,4458.91870502872,4451.3557412707705,SHORT,73,2026-01-08 00:15:00+00:00,RSI Bounce,10000.0,10002.91
SL,-38.19,0.5,4465.7001953125,4458.061570186211,4474.866545464048,4484.796758128225,LONG,76,2026-01-08 01:00:00+00:00,RSI Bounce,10002.91,9964.72
SL,-38.77,0.5,4450.89990234375,4443.146734253245,4460.203704052356,4470.282822570013,LONG,84,2026-01-08 03:00:00+00:00,RSI Bounce,9964.72,9925.95
SL,-38.17,0.5,4433.60009765625,4425.965455071511,4442.761668757937,4452.686704118098,LONG,95,2026-01-08 05:45:00+00:00,RSI Bounce,9925.949999999999,9887.78
SL,-41.36,0.5,4439.39990234375,4431.128426990849,4449.325672767231,4460.0785907260015,LONG,107,2026-01-08 08:45:00+00:00,RSI Bounce,9887.779999999999,9846.42
SL,3.96,0.5,4428.2001953125,4428.2001953125,4437.716046866219,4448.024886049413,LONG,121,2026-01-08 12:15:00+00:00,RSI Bounce,9846.419999999998,9850.38
SL,-50.33,0.5,4432.0,4442.06648406551,4419.920219121388,4406.833789836224,SHORT,127,2026-01-08 13:45:00+00:00,RSI Bounce,9850.379999999997,9800.05
SL,-57.29,0.5,4456.60009765625,4468.058179806593,4442.850399075838,4427.954892280392,SHORT,136,2026-01-08 16:00:00+00:00,RSI Bounce,9800.049999999997,9742.76
SL,5.18,0.5,4469.5,4469.5,4457.064259520644,4443.592207334675,SHORT,140,2026-01-08 17:00:00+00:00,RSI Bounce,9742.759999999997,9747.94
SL,-44.57,0.5,4463.10009765625,4472.015052736209,4452.402151560299,4440.812709956353,SHORT,144,2026-01-08 18:00:00+00:00,RSI Bounce,9747.939999999997,9703.37
SL,-36.06,0.5,4484.60009765625,4491.812565673263,4475.945136035835,4466.568927613719,SHORT,157,2026-01-08 21:15:00+00:00,RSI Bounce,9703.369999999997,9667.31
TP2,62.54,0.5,4486.0,4486.0,4477.886750993486,4469.097397903095,SHORT,160,2026-01-08 23:00:00+00:00,RSI Bounce,9667.309999999998,9729.85
TP2,50.85,0.5,4481.2998046875,4481.2998046875,4474.703128882685,4467.556730094136,SHORT,164,2026-01-09 00:00:00+00:00,RSI Bounce,9729.849999999999,9780.7
SL,3.76,0.5,4471.2998046875,4471.2998046875,4480.32308551669,4490.0983064149805,LONG,170,2026-01-09 01:30:00+00:00,RSI Bounce,9780.699999999999,9784.46
SL,3.71,0.5,4478.89990234375,4478.89990234375,4469.992910492175,4460.3436693196345,SHORT,175,2026-01-09 02:45:00+00:00,RSI Bounce,9784.46,9788.17
SL,2.7,0.5,4483.0,4483.0,4476.528995646071,4469.518740929315,SHORT,191,2026-01-09 06:45:00+00:00,RSI Bounce,9788.169999999998,9790.87
SL,2.74,0.5,4482.10009765625,4482.10009765625,4475.51619935072,4468.383642853062,SHORT,197,2026-01-09 08:15:00+00:00,RSI Bounce,9790.869999999999,9793.61
TP2,49.8,0.5,4483.2998046875,4483.2998046875,4476.838855919397,4469.839494753953,SHORT,212,2026-01-09 12:00:00+00:00,RSI Bounce,9793.609999999999,9843.41
SL,-54.21,0.5,4492.0,4502.842483801131,4478.9890194386435,4464.893790497174,SHORT,219,2026-01-09 13:45:00+00:00,RSI Bounce,9843.409999999998,9789.2
SL,-61.33,0.5,4497.2998046875,4509.564829147774,4482.581775335171,4466.637243536815,SHORT,222,2026-01-09 14:30:00+00:00,RSI Bounce,9789.199999999999,9727.87
SL,6.09,0.5,4521.5,4521.5,4506.878028187605,4491.037558724177,SHORT,227,2026-01-09 15:45:00+00:00,RSI Bounce,9727.869999999999,9733.96
SL,4.81,0.5,4513.7998046875,4513.7998046875,4502.257844197062,4489.754053665754,SHORT,233,2026-01-09 17:15:00+00:00,RSI Bounce,9733.96,9738.77
SL,5.54,0.5,4501.89990234375,4501.89990234375,4515.203174554237,4529.615052782264,LONG,236,2026-01-09 18:00:00+00:00,RSI Bounce,9738.769999999999,9744.31
SL,7.57,0.5,4592.7001953125,4592.7001953125,4574.535539629393,4554.85716263936,SHORT,260,2026-01-12 01:00:00+00:00,RSI Bounce,9744.31,9751.88
SL,-52.19,0.5,4584.5,4594.937652699246,4571.974816760905,4558.405868251884,SHORT,270,2026-01-12 03:30:00+00:00,RSI Bounce,9751.88,9699.69
SL,3.95,0.5,4591.2998046875,4591.2998046875,4581.827124759032,4571.565054836524,SHORT,279,2026-01-12 05:45:00+00:00,RSI Bounce,9699.689999999999,9703.64
SL,-38.88,0.5,4591.7998046875,4599.575952479029,4582.468427337665,4572.3594352086775,SHORT,285,2026-01-12 07:15:00+00:00,RSI Bounce,9703.64,9664.76
SL,-38.76,0.5,4593.5,4601.251823933766,4584.19781127948,4574.120440165584,SHORT,288,2026-01-12 08:00:00+00:00,RSI Bounce,9664.76,9626.0
TP2,67.43,0.5,4606.39990234375,4606.39990234375,4597.65233179123,4588.175797026,SHORT,293,2026-01-12 09:15:00+00:00,RSI Bounce,9626.0,9693.43
SL,3.22,0.5,4601.0,4601.0,4593.283844473141,4584.92467598571,SHORT,300,2026-01-12 11:00:00+00:00,RSI Bounce,9693.43,9696.65
SL,-42.66,0.5,4615.10009765625,4623.631722696701,4604.862147607709,4593.7710350551215,SHORT,309,2026-01-12 13:15:00+00:00,RSI Bounce,9696.65,9653.99
SL,-56.2,0.5,4606.5,4617.740050826578,4593.011939008106,4578.399872933554,SHORT,312,2026-01-12 14:00:00+00:00,RSI Bounce,9653.99,9597.79
TP2,114.68,0.5,4630.89990234375,4630.89990234375,4616.021848593352,4599.903957030421,SHORT,319,2026-01-12 15:45:00+00:00,RSI Bounce,9597.789999999999,9712.47
SL,-38.77,0.5,4608.7998046875,4601.0448505133045,4618.105749696535,4628.18719012299,LONG,343,2026-01-12 21:45:00+00:00,RSI Bounce,9712.47,9673.7
SL,4.15,0.5,4604.5,4604.5,4594.535941463131,4583.741544714856,SHORT,361,2026-01-13 03:15:00+00:00,RSI Bounce,9673.699999999999,9677.85
TP2,53.32,0.5,4606.39990234375,4606.39990234375,4599.48273454854,4591.989136103729,SHORT,367,2026-01-13 04:45:00+00:00,RSI Bounce,9677.849999999999,9731.17
TP2,70.32,0.5,4602.7001953125,4602.7001953125,4593.578166557492,4583.695968739567,SHORT,370,2026-01-13 05:30:00+00:00,RSI Bounce,9731.169999999998,9801.49
SL,3.89,0.5,4590.5,4590.5,4599.845080965706,4609.9689186785545,LONG,375,2026-01-13 06:45:00+00:00,RSI Bounce,9801.489999999998,9805.38
SL,3.54,0.5,4597.89990234375,4597.89990234375,4589.415586735859,4580.224244827309,SHORT,385,2026-01-13 09:15:00+00:00,RSI Bounce,9805.379999999997,9808.92
SL,-38.82,0.5,4609.2998046875,4617.063062747991,4599.983895014911,4589.891659536272,SHORT,401,2026-01-13 13:15:00+00:00,RSI Bounce,9808.919999999998,9770.1
TP2,108.01,0.5,4630.39990234375,4630.39990234375,4616.387823028631,4601.208070437252,SHORT,408,2026-01-13 15:00:00+00:00,RSI Bounce,9770.099999999999,9878.11
SL,-35.96,0.5,4616.2001953125,4623.392870637157,4607.568984922911,4598.218507000857,SHORT,442,2026-01-14 00:30:00+00:00,RSI Bounce,9878.109999999999,9842.15
SL,-31.06,0.5,4626.2998046875,4632.512383991325,4618.844709522909,4610.768356427937,SHORT,452,2026-01-14 03:00:00+00:00,RSI Bounce,9842.15,9811.09
SL,-32.38,0.5,4634.39990234375,4640.875895121001,4626.628711011049,4618.209920400623,SHORT,457,2026-01-14 04:15:00+00:00,RSI Bounce,9811.09,9778.71
SL,-43.28,0.5,4626.2998046875,4634.954926660451,4615.913658319959,4604.661999755123,SHORT,463,2026-01-14 05:45:00+00:00,RSI Bounce,9778.710000000001,9735.43
SL,4.17,0.5,4640.0,4640.0,4630.002663438874,4619.172215497654,SHORT,468,2026-01-14 07:00:00+00:00,RSI Bounce,9735.43,9739.6
SL,-57.93,0.5,4624.7998046875,4613.214076377303,4638.702678659736,4653.7641254629925,LONG,503,2026-01-14 15:45:00+00:00,RSI Bounce,9739.6,9681.67
TP2,99.13,0.5,4621.2998046875,4621.2998046875,4634.159319621286,4648.0904607995535,LONG,511,2026-01-14 17:45:00+00:00,RSI Bounce,9681.67,9780.8
TP2,83.3,0.5,4642.10009765625,4642.10009765625,4631.294234059127,4619.587881828911,SHORT,517,2026-01-14 19:15:00+00:00,RSI Bounce,9780.8,9864.1
TP2,85.82,0.5,4643.5,4643.5,4632.366775268108,4620.305781808556,SHORT,520,2026-01-14 20:00:00+00:00,RSI Bounce,9864.099999999999,9949.92
SL,-51.92,0.5,4619.60009765625,4609.216182737636,4632.0607955585865,4645.559884952785,LONG,531,2026-01-14 23:45:00+00:00,RSI Bounce,9949.919999999998,9898.0
SL,-53.7,0.5,4606.5,4595.760249743343,4619.387700307989,4633.349375641644,LONG,538,2026-01-15 01:30:00+00:00,RSI Bounce,9897.999999999998,9844.3
SL,-62.63,0.5,4600.39990234375,4587.874704903195,4615.4301392724155,4631.7128959451375,LONG,546,2026-01-15 03:30:00+00:00,RSI Bounce,9844.299999999997,9781.67
SL,-43.1,0.5,4608.7001953125,4617.319592597603,4598.3569185703755,4587.151702099741,SHORT,562,2026-01-15 07:30:00+00:00,RSI Bounce,9781.669999999998,9738.57
TP2,54.65,0.5,4623.10009765625,4623.10009765625,4616.010512268577,4608.330128098599,SHORT,576,2026-01-15 11:00:00+00:00,RSI Bounce,9738.569999999998,9793.22
TP2,50.66,0.5,4618.89990234375,4618.89990234375,4612.3274190940165,4605.207228906805,SHORT,580,2026-01-15 12:00:00+00:00,RSI Bounce,9793.219999999998,9843.88
TP2,91.05,0.5,4603.7001953125,4603.7001953125,4615.512516247689,4628.309197260811,LONG,588,2026-01-15 14:00:00+00:00,RSI Bounce,9843.879999999997,9934.93
SL,-49.02,0.5,4616.0,4625.803490323624,4604.235811611651,4591.49127419094,SHORT,594,2026-01-15 15:30:00+00:00,RSI Bounce,9934.929999999997,9885.91
SL,5.36,0.5,4616.5,4616.5,4603.625893534043,4589.6789448625905,SHORT,597,2026-01-15 16:15:00+00:00,RSI Bounce,9885.909999999996,9891.27
