result,pnl,lot,entry,sl,tp1,tp2,direction,bar,time,engine,balance_before,balance_after
SL,-75.58,0.44,4980.0,4997.177292573887,4959.3872489113355,4937.056768565282,SHORT,1858,2026-02-06 18:15:00+00:00,RSI Bounce,7570.120000000002,7494.54
SL,7.46,0.5,4982.2001953125,4982.2001953125,4964.288889365596,4944.884974589783,SHORT,1861,2026-02-06 19:00:00+00:00,RSI Bounce,7494.540000000002,7502.0
SL,7.58,0.42,5057.39990234375,5057.39990234375,5035.742041689423,5012.279359313902,SHORT,1876,2026-02-08 23:45:00+00:00,RSI Bounce,7502.000000000002,7509.58
SL,7.58,0.4,5049.10009765625,5049.10009765625,5026.360856853159,5001.726679316478,SHORT,1879,2026-02-09 00:30:00+00:00,RSI Bounce,7509.580000000002,7517.16
SL,-74.8,0.36,5037.10009765625,5057.877128354798,5012.167660817993,4985.157520909881,SHORT,1892,2026-02-09 03:45:00+00:00,RSI Bounce,7517.160000000002,7442.36
SL,7.41,0.47,5055.7998046875,5055.7998046875,5036.8929660097565,5016.410557442201,SHORT,1901,2026-02-09 06:00:00+00:00,RSI Bounce,7442.3600000000015,7449.77
SL,7.53,0.45,5052.39990234375,5052.39990234375,5032.3235185510985,5010.574102775727,SHORT,1904,2026-02-09 06:45:00+00:00,RSI Bounce,7449.770000000001,7457.3
TP2,138.11,0.44,5011.2998046875,5011.2998046875,5031.6605944791845,5053.71811675351,LONG,1920,2026-02-09 10:45:00+00:00,RSI Bounce,7457.300000000001,7595.41
SL,-75.51,0.49,5052.0,5067.409682441149,5033.508381070621,5013.475793897127,SHORT,1937,2026-02-09 15:00:00+00:00,RSI Bounce,7595.410000000001,7519.9
SL,7.42,0.5,5096.89990234375,5096.89990234375,5079.088376020713,5059.792555837424,SHORT,1944,2026-02-09 16:45:00+00:00,RSI Bounce,7519.900000000001,7527.32
SL,6.77,0.5,5086.60009765625,5086.60009765625,5070.349713878502,5052.745131452609,SHORT,1947,2026-02-09 17:30:00+00:00,RSI Bounce,7527.320000000001,7534.09
SL,7.46,0.32,5047.0,5047.0,5074.987948170873,5105.308225355986,LONG,1966,2026-02-09 23:15:00+00:00,RSI Bounce,7534.090000000001,7541.55
SL,-74.66,0.35,5054.2998046875,5032.968607714892,5079.89724105463,5107.627797119022,LONG,1973,2026-02-10 01:00:00+00:00,RSI Bounce,7541.550000000001,7466.89
SL,7.53,0.41,5061.2001953125,5061.2001953125,5039.160787847196,5015.284763093116,SHORT,1980,2026-02-10 02:45:00+00:00,RSI Bounce,7466.890000000001,7474.42
SL,-66.14,0.5,5063.7998046875,5077.028315597927,5047.925591594988,5030.728527411433,SHORT,2004,2026-02-10 08:45:00+00:00,RSI Bounce,7474.420000000001,7408.28
SL,6.53,0.5,5071.2001953125,5071.2001953125,5055.51870553469,5038.5304249420615,SHORT,2007,2026-02-10 09:30:00+00:00,RSI Bounce,7408.280000000001,7414.81
SL,6.33,0.5,5070.2001953125,5070.2001953125,5055.010383360081,5038.554753744959,SHORT,2012,2026-02-10 10:45:00+00:00,RSI Bounce,7414.81,7421.14
SL,5.9,0.5,5067.2001953125,5067.2001953125,5053.040349442119,5037.700516415874,SHORT,2017,2026-02-10 12:00:00+00:00,RSI Bounce,7421.14,7427.04
TP2,138.42,0.46,5079.60009765625,5079.60009765625,5060.081972568792,5038.937337057378,SHORT,2027,2026-02-10 14:30:00+00:00,RSI Bounce,7427.04,7565.46
TP2,141.41,0.37,5041.60009765625,5041.60009765625,5066.390753952225,5093.247298272865,LONG,2032,2026-02-10 15:45:00+00:00,RSI Bounce,7565.46,7706.87
SL,7.63,0.39,5045.0,5045.0,5068.465275286496,5093.8859901802,LONG,2035,2026-02-10 16:30:00+00:00,RSI Bounce,7706.87,7714.5
SL,-59.42,0.5,5052.89990234375,5064.783856082295,5038.639157857497,5023.190017997388,SHORT,2052,2026-02-10 20:45:00+00:00,RSI Bounce,7714.5,7655.08
SL,5.62,0.5,5065.0,5065.0,5051.513332282235,5036.90277558799,SHORT,2059,2026-02-10 23:30:00+00:00,RSI Bounce,7655.08,7660.7
SL,-54.11,0.5,5060.89990234375,5071.720999526402,5047.914585724568,5033.847159387119,SHORT,2064,2026-02-11 00:45:00+00:00,RSI Bounce,7660.7,7606.59
SL,-66.0,0.5,5059.89990234375,5073.10071379893,5044.058928597535,5026.897873705801,SHORT,2069,2026-02-11 02:00:00+00:00,RSI Bounce,7606.59,7540.59
SL,-58.8,0.5,5072.39990234375,5084.16081907567,5058.286802265447,5042.997610513951,SHORT,2073,2026-02-11 03:00:00+00:00,RSI Bounce,7540.59,7481.79
SL,-54.93,0.5,5079.0,5089.986909389691,5065.81570873237,5051.53272652577,SHORT,2076,2026-02-11 03:45:00+00:00,RSI Bounce,7481.79,7426.86
SL,-46.3,0.5,5076.0,5085.260158829462,5064.887809404646,5052.849602926346,SHORT,2079,2026-02-11 04:30:00+00:00,RSI Bounce,7426.86,7380.56
SL,-51.29,0.5,5076.7998046875,5087.058425452254,5064.489459769796,5051.153252775616,SHORT,2084,2026-02-11 05:45:00+00:00,RSI Bounce,7380.5599999999995,7329.27
SL,5.08,0.5,5083.2998046875,5083.2998046875,5071.115130059526,5057.91506587922,SHORT,2089,2026-02-11 07:00:00+00:00,RSI Bounce,7329.2699999999995,7334.35
SL,-47.11,0.5,5086.60009765625,5096.021997520738,5075.293817818863,5063.045347995028,SHORT,2100,2026-02-11 09:45:00+00:00,RSI Bounce,7334.349999999999,7287.24
SL,-62.9,0.5,5118.60009765625,5131.180901987783,5103.503132458411,5087.148086827418,SHORT,2104,2026-02-11 10:45:00+00:00,RSI Bounce,7287.24,7224.34
TP2,124.72,0.5,5131.2998046875,5131.2998046875,5115.119816392719,5097.59149574004,SHORT,2109,2026-02-11 12:00:00+00:00,RSI Bounce,7224.34,7349.06
SL,7.32,0.28,5082.2998046875,5082.2998046875,5113.651761420976,5147.616381215575,LONG,2120,2026-02-11 14:45:00+00:00,RSI Bounce,7349.06,7356.38
SL,7.41,0.41,5116.5,5116.5,5094.803790662124,5071.299563879424,SHORT,2132,2026-02-11 17:45:00+00:00,RSI Bounce,7356.38,7363.79
TP2,131.02,0.5,5110.2001953125,5110.2001953125,5093.203347462935,5074.790095625907,SHORT,2139,2026-02-11 19:30:00+00:00,RSI Bounce,7363.79,7494.81
SL,-74.91,0.48,5091.39990234375,5075.79293042822,5110.128268642386,5130.417332132575,LONG,2150,2026-02-11 23:15:00+00:00,RSI Bounce,7494.81,7419.9
SL,-74.8,0.49,5081.5,5066.2344776528835,5099.81862681654,5119.663805867792,LONG,2154,2026-02-12 00:15:00+00:00,RSI Bounce,7419.900000000001,7345.1
SL,7.25,0.5,5080.0,5080.0,5097.39921051642,5116.24835524254,LONG,2158,2026-02-12 01:15:00+00:00,RSI Bounce,7345.1,7352.35
SL,5.34,0.5,5092.2998046875,5092.2998046875,5079.481970841443,5065.595984174883,SHORT,2174,2026-02-12 05:15:00+00:00,RSI Bounce,7352.35,7357.69
SL,5.36,0.5,5090.7998046875,5090.7998046875,5077.92797303876,5063.983488752625,SHORT,2177,2026-02-12 06:00:00+00:00,RSI Bounce,7357.6900000000005,7363.05
SL,4.91,0.5,5092.7998046875,5092.7998046875,5081.018294519244,5068.254991836966,SHORT,2190,2026-02-12 09:15:00+00:00,RSI Bounce,7363.05,7367.96
SL,4.97,0.5,5088.0,5088.0,5076.08027586592,5063.167241387334,SHORT,2193,2026-02-12 10:00:00+00:00,RSI Bounce,7367.96,7372.93
SL,4.59,0.5,5087.5,5087.5,5098.517797602794,5110.453745005822,LONG,2205,2026-02-12 13:00:00+00:00,RSI Bounce,7372.93,7377.52
SL,5.65,0.5,5088.7001953125,5088.7001953125,5075.145552468978,5060.461356055163,SHORT,2209,2026-02-12 14:00:00+00:00,RSI Bounce,7377.52,7383.17
SL,-74.49,0.47,5087.5,5071.651972263803,5106.517633283435,5127.120069340491,LONG,2213,2026-02-12 15:00:00+00:00,RSI Bounce,7383.17,7308.68
SL,-71.25,0.17,4976.0,4934.090074263912,5026.291910883306,5080.77481434022,LONG,2219,2026-02-12 16:30:00+00:00,RSI Bounce,7308.68,7237.43
SL,-72.99,0.23,4960.39990234375,4928.665293296168,4998.481433200849,5039.736424962706,LONG,2227,2026-02-12 18:30:00+00:00,RSI Bounce,7237.43,7164.44
SL,-71.06,0.36,4937.39990234375,4917.66120120063,4961.086343715494,4986.746655201551,LONG,2237,2026-02-12 21:00:00+00:00,RSI Bounce,7164.4400000000005,7093.38
SL,-70.33,0.35,4946.7001953125,4966.794893856876,4922.586557059248,4896.463448951558,SHORT,2248,2026-02-13 00:45:00+00:00,RSI Bounce,7093.38,7023.05
SL,7.03,0.37,4997.5,4997.5,4974.694962206558,4949.989504596995,SHORT,2253,2026-02-13 02:00:00+00:00,RSI Bounce,7023.05,7030.08
SL,7.07,0.42,5001.7001953125,5001.7001953125,4981.501526528542,4959.619635345921,SHORT,2257,2026-02-13 03:00:00+00:00,RSI Bounce,7030.08,7037.15
SL,6.7,0.5,4996.10009765625,4996.10009765625,4980.030677616049,4962.622139239163,SHORT,2263,2026-02-13 04:30:00+00:00,RSI Bounce,7037.15,7043.85
SL,6.98,0.46,4976.7001953125,4976.7001953125,4994.916953936391,5014.651775778941,LONG,2269,2026-02-13 06:00:00+00:00,RSI Bounce,7043.849999999999,7050.83
SL,6.63,0.5,4997.39990234375,4997.39990234375,4981.485001410742,4964.243858733317,SHORT,2281,2026-02-13 09:00:00+00:00,RSI Bounce,7050.829999999999,7057.46
SL,-69.1,0.5,4972.2001953125,4958.38036956242,4988.783986212596,5006.749759687699,LONG,2289,2026-02-13 11:00:00+00:00,RSI Bounce,7057.459999999999,6988.36
TP2,130.04,0.48,4973.39990234375,4973.39990234375,4990.972902822896,5010.010320008638,LONG,2292,2026-02-13 11:45:00+00:00,RSI Bounce,6988.359999999999,7118.4
SL,-70.63,0.34,5012.89990234375,5033.672649175378,4987.972606145797,4960.96803526468,SHORT,2303,2026-02-13 14:30:00+00:00,RSI Bounce,7118.399999999999,7047.77
SL,7.11,0.36,5028.7998046875,5028.7998046875,5005.106079451047,4979.437877111556,SHORT,2307,2026-02-13 15:30:00+00:00,RSI Bounce,7047.769999999999,7054.88
SL,-69.72,0.3,5039.39990234375,5062.6410610599905,5011.510511884261,4981.297005553148,SHORT,2311,2026-02-13 16:30:00+00:00,RSI Bounce,7054.879999999998,6985.16
SL,-70.26,0.42,5044.7001953125,5061.42783037734,5024.627033234692,5002.8811076504,SHORT,2318,2026-02-13 18:15:00+00:00,RSI Bounce,6985.159999999998,6914.9
TP2,128.18,0.5,5057.2998046875,5057.2998046875,5040.670546171037,5022.655516111536,SHORT,2323,2026-02-13 19:30:00+00:00,RSI Bounce,6914.899999999998,7043.08
SL,-58.49,0.5,5017.2001953125,5005.502314644743,5031.2376521138085,5046.444896981892,LONG,2348,2026-02-16 03:00:00+00:00,RSI Bounce,7043.079999999998,6984.59
SL,6.88,0.29,4906.89990234375,4906.89990234375,4935.36810490746,4966.208657684813,LONG,2359,2026-02-17 05:45:00+00:00,RSI Bounce,6984.589999999998,6991.47
SL,7.06,0.33,4927.2998046875,4927.2998046875,4952.971037787494,4980.781540312488,LONG,2362,2026-02-17 06:30:00+00:00,RSI Bounce,6991.469999999998,6998.53
SL,6.75,0.5,4947.5,4947.5,4931.298984041277,4913.747883419328,SHORT,2377,2026-02-17 10:15:00+00:00,RSI Bounce,6998.529999999999,7005.28
TP2,106.35,0.5,4957.39990234375,4957.39990234375,4943.603571385193,4928.65754618009,SHORT,2386,2026-02-17 12:30:00+00:00,RSI Bounce,7005.279999999999,7111.63
SL,-70.52,0.29,4915.5,4891.182216919312,4944.681339696826,4976.294457701721,LONG,2392,2026-02-17 14:00:00+00:00,RSI Bounce,7111.629999999999,7041.11
SL,7.04,0.28,4880.39990234375,4880.39990234375,4910.590457047407,4943.296891309701,LONG,2397,2026-02-17 15:15:00+00:00,RSI Bounce,7041.109999999999,7048.15
SL,6.96,0.36,4883.5,4883.5,4906.68390504175,4931.799802170312,LONG,2405,2026-02-17 17:15:00+00:00,RSI Bounce,7048.149999999999,7055.11
TP2,130.62,0.41,4912.5,4912.5,4891.834680435233,4869.4472509067355,SHORT,2412,2026-02-17 19:00:00+00:00,RSI Bounce,7055.109999999999,7185.73
TP2,133.34,0.49,4881.89990234375,4881.89990234375,4899.55169547144,4918.674471359771,LONG,2428,2026-02-18 00:00:00+00:00,RSI Bounce,7185.729999999999,7319.07
SL,-40.79,0.5,4952.39990234375,4960.557583228196,4942.610685282415,4932.005700132637,SHORT,2451,2026-02-18 05:45:00+00:00,RSI Bounce,7319.069999999999,7278.28
TP2,77.27,0.5,4954.10009765625,4954.10009765625,4944.0755285968,4933.215578782395,SHORT,2458,2026-02-18 07:30:00+00:00,RSI Bounce,7278.279999999999,7355.55
SL,-39.35,0.5,4941.2001953125,4933.330313540829,4950.644053438506,4960.874899741678,LONG,2465,2026-02-18 09:15:00+00:00,RSI Bounce,7355.549999999999,7316.2
SL,-39.93,0.5,4935.0,4927.014746761322,4944.582303886414,4954.963133096695,LONG,2471,2026-02-18 10:45:00+00:00,RSI Bounce,7316.199999999999,7276.27
TP2,67.29,0.5,4933.39990234375,4933.39990234375,4942.129317376666,4951.586183662325,LONG,2475,2026-02-18 11:45:00+00:00,RSI Bounce,7276.269999999999,7343.56
SL,-56.69,0.5,4974.2001953125,4985.538053644692,4960.594765313869,4945.855549482019,SHORT,2483,2026-02-18 13:45:00+00:00,RSI Bounce,7343.559999999999,7286.87
TP2,117.01,0.5,5021.0,5021.0,5005.820889416829,4989.376852951727,SHORT,2490,2026-02-18 15:30:00+00:00,RSI Bounce,7286.869999999999,7403.88
SL,-54.09,0.5,5017.7001953125,5028.518722906752,5004.717962199397,4990.65387632687,SHORT,2493,2026-02-18 16:15:00+00:00,RSI Bounce,7403.879999999999,7349.79
TP2,97.15,0.5,5020.0,5020.0,5007.39702624113,4993.743804669021,SHORT,2496,2026-02-18 17:00:00+00:00,RSI Bounce,7349.789999999999,7446.94
TP2,93.26,0.5,4984.7998046875,4984.7998046875,4996.898226523207,5010.004850178556,LONG,2524,2026-02-19 01:00:00+00:00,RSI Bounce,7446.939999999999,7540.2
SL,-34.83,0.5,4998.39990234375,5005.366123113315,4990.040437420273,4980.984350419839,SHORT,2537,2026-02-19 04:15:00+00:00,RSI Bounce,7540.199999999999,7505.37
SL,-34.88,0.5,5007.5,5014.475031076912,4999.129962707706,4990.06242230772,SHORT,2541,2026-02-19 05:15:00+00:00,RSI Bounce,7505.369999999999,7470.49
SL,3.38,0.5,5033.7001953125,5033.7001953125,5025.5863963206375,5016.7964474127875,SHORT,2550,2026-02-19 07:30:00+00:00,RSI Bounce,7470.489999999999,7473.87
TP2,68.8,0.5,5035.5,5035.5,5026.574208066492,5016.904600138525,SHORT,2555,2026-02-19 08:45:00+00:00,RSI Bounce,7473.869999999999,7542.67
SL,-51.51,0.5,5008.39990234375,4998.098225976248,5020.761913984753,5034.154093262506,LONG,2562,2026-02-19 10:30:00+00:00,RSI Bounce,7542.669999999999,7491.16
SL,-47.75,0.5,5003.2998046875,4993.74972506257,5014.759900237416,5027.175003749825,LONG,2567,2026-02-19 11:45:00+00:00,RSI Bounce,7491.159999999999,7443.41
SL,-64.26,0.5,4997.39990234375,4984.5475950822665,5012.82267105753,5029.530670497459,LONG,2577,2026-02-19 14:15:00+00:00,RSI Bounce,7443.409999999999,7379.15
SL,-74.12,0.47,5018.39990234375,5034.169386026923,4999.4765219239425,4978.976193135818,SHORT,2580,2026-02-19 15:00:00+00:00,RSI Bounce,7379.149999999999,7305.03
SL,7.25,0.49,5024.7001953125,5024.7001953125,5006.948883551223,4987.718295809838,SHORT,2584,2026-02-19 16:00:00+00:00,RSI Bounce,7305.029999999999,7312.28
TP2,107.81,0.5,5000.7001953125,5000.7001953125,5014.686362621829,5029.838043873602,LONG,2595,2026-02-19 18:45:00+00:00,RSI Bounce,7312.279999999999,7420.09
SL,4.1,0.5,5018.39990234375,5018.39990234375,5008.554990391007,4997.8896691088685,SHORT,2604,2026-02-19 21:00:00+00:00,RSI Bounce,7420.089999999999,7424.19
SL,-38.84,0.5,5015.5,5023.268585299082,5006.177697641102,4996.078536752297,SHORT,2607,2026-02-19 21:45:00+00:00,RSI Bounce,7424.19,7385.35
SL,5.51,0.5,5017.7998046875,5017.7998046875,5004.580474653722,4990.2595337837965,SHORT,2617,2026-02-20 01:15:00+00:00,RSI Bounce,7385.349999999999,7390.86
TP2,91.65,0.5,5006.0,5006.0,5017.88939113018,5030.769564854543,LONG,2627,2026-02-20 03:45:00+00:00,RSI Bounce,7390.86,7482.51
SL,-37.0,0.5,5017.39990234375,5024.800847692797,5008.518767924893,4998.897538971131,SHORT,2634,2026-02-20 05:30:00+00:00,RSI Bounce,7482.509999999999,7445.51
SL,4.58,0.5,5039.60009765625,5039.60009765625,5028.612837649601,5016.709972642397,SHORT,2639,2026-02-20 06:45:00+00:00,RSI Bounce,7445.509999999999,7450.09
SL,5.08,0.5,5053.89990234375,5053.89990234375,5041.717608699203,5028.52012391761,SHORT,2649,2026-02-20 09:15:00+00:00,RSI Bounce,7450.089999999999,7455.17
TP2,85.94,0.5,5051.39990234375,5051.39990234375,5040.251183152703,5028.1734040290685,SHORT,2656,2026-02-20 11:00:00+00:00,RSI Bounce,7455.169999999999,7541.11
TP2,103.9,0.5,5044.0,5044.0,5057.47929501533,5072.08186461527,LONG,2662,2026-02-20 12:30:00+00:00,RSI Bounce,7541.109999999999,7645.01
SL,-55.44,0.5,5062.7001953125,5073.787474038977,5049.395460840728,5034.981998496309,SHORT,2668,2026-02-20 14:00:00+00:00,RSI Bounce,7645.009999999998,7589.57
SL,-75.71,0.36,5041.2998046875,5062.330732014049,5016.062691895641,4988.722486371127,SHORT,2672,2026-02-20 15:00:00+00:00,RSI Bounce,7589.569999999999,7513.86
SL,-75.92,0.45,5085.2001953125,5102.070231525189,5064.956151857273,5043.025104780776,SHORT,2681,2026-02-20 17:15:00+00:00,RSI Bounce,7513.859999999999,7437.94
SL,-69.37,0.5,5090.60009765625,5104.473261662015,5073.952300849332,5055.917187641837,SHORT,2684,2026-02-20 18:00:00+00:00,RSI Bounce,7437.939999999999,7368.57
SL,-48.11,0.5,5115.7001953125,5125.321885900799,5104.154166606541,5091.645968841753,SHORT,2696,2026-02-20 21:00:00+00:00,RSI Bounce,7368.569999999999,7320.46
SL,-69.51,0.5,5080.89990234375,5094.801409018764,5064.218094333733,5046.146135656215,SHORT,2699,2026-02-20 21:45:00+00:00,RSI Bounce,7320.459999999999,7250.95
SL,-72.94,0.32,5160.7001953125,5183.495074797455,5133.346339930554,5103.712996600113,SHORT,2704,2026-02-23 00:00:00+00:00,RSI Bounce,7250.949999999999,7178.01
SL,-72.08,0.4,5179.39990234375,5197.419280440691,5157.77664862742,5134.351457101397,SHORT,2711,2026-02-23 01:45:00+00:00,RSI Bounce,7178.009999999999,7105.93
TP2,130.53,0.45,5195.0,5195.0,5176.18490400495,5155.801883343646,SHORT,2715,2026-02-23 02:45:00+00:00,RSI Bounce,7105.929999999999,7236.46
TP2,79.92,0.5,5174.2001953125,5174.2001953125,5163.831959328343,5152.59970367884,SHORT,2729,2026-02-23 06:15:00+00:00,RSI Bounce,7236.459999999999,7316.38
SL,-47.22,0.5,5169.2001953125,5159.75680131265,5180.53226811232,5192.808680312124,LONG,2732,2026-02-23 07:00:00+00:00,RSI Bounce,7316.379999999999,7269.16
SL,-52.7,0.5,5159.2998046875,5148.759887452389,5171.947705369634,5185.649597775278,LONG,2736,2026-02-23 08:00:00+00:00,RSI Bounce,7269.159999999999,7216.46
TP2,107.61,0.5,5161.0,5161.0,5174.960676296781,5190.084742284959,LONG,2739,2026-02-23 08:45:00+00:00,RSI Bounce,7216.459999999999,7324.07
SL,-47.27,0.5,5173.10009765625,5182.554113450344,5161.755278703337,5149.465058171015,SHORT,2746,2026-02-23 10:30:00+00:00,RSI Bounce,7324.069999999999,7276.8
SL,4.62,0.5,5175.89990234375,5175.89990234375,5164.81691904866,5152.810353812312,SHORT,2756,2026-02-23 13:00:00+00:00,RSI Bounce,7276.799999999998,7281.42
SL,6.98,0.5,5216.60009765625,5216.60009765625,5199.856050925748,5181.716666967703,SHORT,2767,2026-02-23 15:45:00+00:00,RSI Bounce,7281.419999999998,7288.4
SL,7.25,0.47,5230.7998046875,5230.7998046875,5212.299161817231,5192.256798707774,SHORT,2770,2026-02-23 16:30:00+00:00,RSI Bounce,7288.399999999998,7295.65
SL,-73.05,0.49,5219.7001953125,5234.608152914634,5201.81064618994,5182.430301307166,SHORT,2774,2026-02-23 17:30:00+00:00,RSI Bounce,7295.649999999998,7222.6
SL,-67.91,0.5,5226.2001953125,5239.782146267703,5209.901854166257,5192.245317924493,SHORT,2777,2026-02-23 18:15:00+00:00,RSI Bounce,7222.599999999998,7154.69
SL,-43.88,0.5,5250.60009765625,5259.376144712207,5240.0688411891015,5228.659980016357,SHORT,2788,2026-02-23 21:00:00+00:00,RSI Bounce,7154.689999999998,7110.81
SL,-55.13,0.5,5255.2998046875,5266.324874490962,5242.069720923345,5227.737130178844,SHORT,2793,2026-02-23 23:15:00+00:00,RSI Bounce,7110.809999999998,7055.68
SL,-71.43,0.38,5193.7001953125,5174.902789426581,5216.257082375603,5240.693710027297,LONG,2802,2026-02-24 01:30:00+00:00,RSI Bounce,7055.679999999998,6984.25
SL,-70.43,0.42,5203.10009765625,5186.330249729478,5223.223915168377,5245.02471747318,LONG,2806,2026-02-24 02:30:00+00:00,RSI Bounce,6984.249999999997,6913.82
SL,-59.77,0.5,5191.7998046875,5179.846684543557,5206.143548860232,5221.682605047357,LONG,2813,2026-02-24 04:15:00+00:00,RSI Bounce,6913.819999999997,6854.05
SL,-53.36,0.5,5178.0,5167.327407040087,5190.807111551896,5204.681482399783,LONG,2848,2026-02-24 13:00:00+00:00,RSI Bounce,6854.0499999999965,6800.69
TP2,126.85,0.37,5132.89990234375,5132.89990234375,5155.137537726827,5179.228309391826,LONG,2853,2026-02-24 14:15:00+00:00,RSI Bounce,6800.689999999997,6927.54
SL,-56.88,0.5,5176.60009765625,5187.975457562872,5162.949665768303,5148.161697889695,SHORT,2869,2026-02-24 18:15:00+00:00,RSI Bounce,6927.539999999997,6870.66
TP2,103.88,0.5,5181.7998046875,5181.7998046875,5168.323851626686,5153.724902477471,SHORT,2879,2026-02-24 20:45:00+00:00,RSI Bounce,6870.659999999997,6974.54
TP2,124.88,0.5,5164.7001953125,5164.7001953125,5180.900620267642,5198.451080635712,LONG,2886,2026-02-24 23:30:00+00:00,RSI Bounce,6974.539999999997,7099.42
SL,-70.7,0.47,5198.2001953125,5213.243653341858,5180.1480456772715,5160.591550239106,SHORT,2894,2026-02-25 01:30:00+00:00,RSI Bounce,7099.419999999997,7028.72
SL,6.5,0.5,5203.7001953125,5203.7001953125,5188.097735232313,5171.195070145444,SHORT,2898,2026-02-25 02:30:00+00:00,RSI Bounce,7028.7199999999975,7035.22
SL,-48.87,0.5,5201.2998046875,5211.072940257309,5189.57204200373,5176.866965762978,SHORT,2907,2026-02-25 04:45:00+00:00,RSI Bounce,7035.2199999999975,6986.35
SL,5.56,0.5,5211.5,5211.5,5198.151081312404,5183.689752734174,SHORT,2912,2026-02-25 06:00:00+00:00,RSI Bounce,6986.349999999998,6991.91
SL,-47.62,0.5,5195.60009765625,5186.075726064332,5207.029343566552,5219.411026636045,LONG,2930,2026-02-25 10:30:00+00:00,RSI Bounce,6991.909999999998,6944.29
SL,5.13,0.5,5186.89990234375,5186.89990234375,5199.214565899237,5212.55545141768,LONG,2933,2026-02-25 11:15:00+00:00,RSI Bounce,6944.289999999998,6949.42
TP2,76.06,0.5,5203.7001953125,5203.7001953125,5193.833283392264,5183.1441288120095,SHORT,2943,2026-02-25 13:45:00+00:00,RSI Bounce,6949.419999999998,7025.48
SL,-66.45,0.5,5199.2001953125,5212.490733415709,5183.25154958865,5165.973850054479,SHORT,2949,2026-02-25 15:15:00+00:00,RSI Bounce,7025.479999999999,6959.03
TP2,101.82,0.5,5232.60009765625,5232.60009765625,5219.3915150658395,5205.082217259562,SHORT,2957,2026-02-25 17:15:00+00:00,RSI Bounce,6959.029999999999,7060.85
SL,7.13,0.49,5180.10009765625,5180.10009765625,5197.566867694835,5216.489201903303,LONG,2966,2026-02-25 21:00:00+00:00,RSI Bounce,7060.8499999999985,7067.98
TP2,129.66,0.48,5183.2001953125,5183.2001953125,5200.722481691166,5219.704958601386,LONG,2974,2026-02-26 00:00:00+00:00,RSI Bounce,7067.979999999999,7197.64
SL,-70.63,0.5,5196.39990234375,5210.525552335341,5179.449122353841,5161.085777364772,SHORT,2979,2026-02-26 01:15:00+00:00,RSI Bounce,7197.6399999999985,7127.01
SL,-66.52,0.5,5198.39990234375,5211.703584781891,5182.435483417981,5165.140696248399,SHORT,2982,2026-02-26 02:00:00+00:00,RSI Bounce,7127.009999999998,7060.49
SL,-45.14,0.5,5210.10009765625,5219.128461731411,5199.266060766056,5187.529187468346,SHORT,2991,2026-02-26 04:15:00+00:00,RSI Bounce,7060.489999999998,7015.35
TP2,75.06,0.5,5214.39990234375,5214.39990234375,5204.662938120322,5194.1145602116085,SHORT,2997,2026-02-26 05:45:00+00:00,RSI Bounce,7015.349999999998,7090.41
SL,-52.11,0.5,5195.7998046875,5185.378175358713,5208.305759882044,5221.853878009467,LONG,3009,2026-02-26 08:45:00+00:00,RSI Bounce,7090.409999999998,7038.3
SL,-43.72,0.5,5191.7998046875,5183.056323033336,5202.2919826724965,5213.65850882291,LONG,3018,2026-02-26 11:00:00+00:00,RSI Bounce,7038.299999999998,6994.58
SL,4.56,0.5,5184.60009765625,5184.60009765625,5195.550454111732,5207.413340271837,LONG,3022,2026-02-26 12:00:00+00:00,RSI Bounce,6994.579999999998,6999.14
TP2,90.04,0.5,5200.0,5200.0,5188.318492863743,5175.663526799464,SHORT,3025,2026-02-26 12:45:00+00:00,RSI Bounce,6999.1399999999985,7089.18
SL,7.05,0.37,5192.2998046875,5192.2998046875,5215.180279576395,5239.967460706032,LONG,3036,2026-02-26 15:30:00+00:00,RSI Bounce,7089.1799999999985,7096.23
SL,4.97,0.5,5210.7998046875,5210.7998046875,5198.868421434404,5185.942756243549,SHORT,3055,2026-02-26 20:15:00+00:00,RSI Bounce,7096.229999999999,7101.2
SL,4.79,0.5,5203.2998046875,5203.2998046875,5191.812901806491,5179.368757018731,SHORT,3059,2026-02-26 21:15:00+00:00,RSI Bounce,7101.199999999999,7105.99
SL,5.04,0.5,5192.89990234375,5192.89990234375,5205.004383952901,5218.117572362814,LONG,3070,2026-02-27 01:00:00+00:00,RSI Bounce,7105.989999999999,7111.03
SL,-50.87,0.5,5200.89990234375,5211.073985798575,5188.691002197959,5175.4646937066855,SHORT,3075,2026-02-27 02:15:00+00:00,RSI Bounce,7111.029999999999,7060.16
SL,-35.2,0.5,5208.7998046875,5215.839233425149,5200.352490202321,5191.201232843377,SHORT,3088,2026-02-27 05:30:00+00:00,RSI Bounce,7060.159999999999,7024.96
TP2,66.18,0.5,5210.10009765625,5210.10009765625,5201.515108595081,5192.2147037788145,SHORT,3091,2026-02-27 06:15:00+00:00,RSI Bounce,7024.959999999999,7091.14
SL,-36.72,0.5,5197.39990234375,5190.055803044728,5206.212821502576,5215.7601505913035,LONG,3096,2026-02-27 07:30:00+00:00,RSI Bounce,7091.139999999999,7054.42
TP2,68.46,0.5,5192.0,5192.0,5200.881160498412,5210.502417705025,LONG,3108,2026-02-27 10:30:00+00:00,RSI Bounce,7054.419999999999,7122.88
